symbol,announcement_date,announcement_timestamp,description,attachment_url,attachment_text,company_name,isin,industry,sequence_id,source
SBIN,2008-01-02,2008-01-02 20:07:00,Rights Issue,-,"State Bank Of India has informed the Exchange that ""In exercise of the powers conferred by section 5(3) of State Bank Of India Act, 1955, the Central Government has accorded sanction to increase issued capital of the Bank from the existing Rs. 526.30 crore to Rs. 650.00 crore through Rights Issue"".",State Bank of India,INE062A01012,Banks,,nse
SBIN,2010-11-08,2010-11-08 17:02:10,Financial Result Updates,https://nsearchives.nseindia.com/corporate/SBIN_30SEP2010_B_Q2H.zip,"State Bank of India has submitted to the Exchange the Standalone and Consolidated Financial Results for the period ended September 30,2010.",State Bank of India,INE062A01012,Banks,877,nse
SBIN,2011-05-17,2011-05-17 12:56:58,Financial Result Updates,https://nsearchives.nseindia.com/corporate/SBIN_31MAR2011_B_Q4A.zip,"State Bank of India has submitted to the Exchange the Standalone and Consolidated Financial Results for the period ended March 31,2011.",State Bank of India,INE062A01012,Banks,3497,nse
SBIN,2011-11-09,2011-11-09 11:47:28,Financial Result Updates,https://nsearchives.nseindia.com/corporate/SBIN_30SEP2011_B_Q2H.zip,"State Bank of India has submitted to the Exchange the Standalone and Consolidated Financial Results for the period ended September 30,2011.",State Bank of India,INE062A01012,Banks,6491,nse
SBIN,2012-02-13,2012-02-13 14:09:18,Financial Result Updates,https://nsearchives.nseindia.com/corporate/SBIN_31DEC2011_B_Q3.zip,"State Bank of India has submitted to the Exchange the Standalone and Consolidated Financial Results with Limited Review Report for the period ended December 31,2011.",State Bank of India,INE062A01012,Banks,8304,nse
SBIN,2012-05-18,2012-05-18 12:22:12,Financial Result Updates,https://nsearchives.nseindia.com/corporate/SBIN_31MAR2012_B_Q4A.zip,"State Bank of India has submitted to the Exchange the Standalone and Consolidated Financial Results for the period ended March 31,2012.",State Bank of India,INE062A01012,Banks,9543,nse
SBIN,2012-08-10,2012-08-10 12:45:20,Financial Result Updates,https://nsearchives.nseindia.com/corporate/SBIN_30JUN2012_B_Q1.zip,"State Bank of India has submitted to the Exchange the Standalone and Consolidated Financial Results along with the Limited Review Report for the period ended June 30,2012.",State Bank of India,INE062A01012,Banks,11210,nse
SBIN,2012-11-09,2012-11-09 12:17:17,Financial Result Updates,https://nsearchives.nseindia.com/corporate/SBIN_30SEP2012_B_Q2.zip,"State Bank of India has submitted to the Exchange the Standalone and Consolidated Financial Results for the period ended September 30,2012.",State Bank of India,INE062A01012,Banks,12951,nse
SBIN,2013-01-30,2013-01-30 21:52:00,Updates,-,"State Bank Of India has informed the Exchange that Bank has revised the Base Rate by 5 bps from 9.75% p.a. to 9.70% p. a. and Benchmark Prime Lending Rate by 5 bps from 14.50% p.a. to 14.45% p.a. effective from February 04, 2013.",State Bank of India,INE062A01012,Banks,492193,nse
SBIN,2013-02-04,2013-02-04 19:16:00,Updates,-,"State Bank Of India has informed the Exchange that in exercise of the powers conferred by clause (e) of Section (19) of the State Bank of India Act 1955 (23 of 1955), the Central Government, vide its notification dated February 04, 2013, has nominated Shri Rajiv Takru, Secretary, Department of Financial Services, Ministry of Finance, to be a Director on the Central Board of Directors of State Bank of India with immediate effect and until further orders vice Shri D. K. Mittal.",State Bank of India,INE062A01012,Banks,495261,nse
SBIN,2013-02-07,2013-02-07 13:00:00,Updates,-,"State Bank Of India has informed the Exchange that in exercise of the powers conferred by clause (f) of Section (19) of the State Bank of India Act, 1955 (23 of 1955), the Central Government, vide its notification dated. February 06, 2013, has nominated Dr. Urjit R. Patel, Deputy Governor, Reserve Bank of India, to be a Director on the Central Board of Directors of State Bank of India with immediate effect and until further orders vice Dr. Subir Vithal Gokarn.",State Bank of India,INE062A01012,Banks,497935,nse
SBIN,2013-02-14,2013-02-14 12:29:05,Financial Result Updates,https://nsearchives.nseindia.com/corporate/SBIN_31DEC2012_B_Q3.zip,"State Bank of India has submitted to the Exchange the Standalone and Consolidated Financial Results for the period ended December 31,2012.",State Bank of India,INE062A01012,Banks,14730,nse
SBIN,2013-02-15,2013-02-15 14:24:00,Updates,https://nsearchives.nseindia.com/corporate/SBI_GM_15022013_02152013142401_1.zip,"State Bank Of India has informed the Exchange that a General Meeting of the Shareholders of the Bank will be held on March 18, 2013.",State Bank of India,INE062A01012,Banks,503481,nse
SBIN,2013-02-18,2013-02-18 14:28:00,Updates,-,"State Bank Of India has informed the Exchange that UFBU has decided to support and join the call for nationwide strike, on the February 20, 2013 and February 21, 2013 given by Central Trade Unions. All India State Bank Officers Federation and All India State Bank of India Staff Federation being part of UFBU will also participate in said strike.",State Bank of India,INE062A01012,Banks,504223,nse
SBIN,2013-02-19,2013-02-19 17:44:00,Record Date,https://nsearchives.nseindia.com/corporate/sbi_recorddate_19022013.zip,"State Bank Of India has informed the Exchange that the Company has fixed Record Date as March 16, 2013 for the purpose of payment of interest on Public Issue of Bonds for series N1, N2, N3, N4, N5 and N6.",State Bank of India,INE062A01012,Banks,505075,nse
SBIN,2013-02-25,2013-02-25 08:24:00,Issue of Securities,https://nsearchives.nseindia.com/corporate/NSE_02252013082402_1.zip,"State Bank Of India has informed the Exchange regarding the outcome of the meeting of Executive Committee of the Central Board of the Bank held on February 23, 2013.",State Bank of India,INE062A01012,Banks,506944,nse
SBIN,2013-02-27,2013-02-27 11:44:00,Updates,https://nsearchives.nseindia.com/corporate/SBI_update_27022013_02272013114401_1.zip,"State Bank Of India has informed the Exchange vide letter dated February 27, 2013 regarding the Revision in Interest Rate of Retail Term Deposits.",State Bank of India,INE062A01012,Banks,509186,nse
SBIN,2013-02-28,2013-02-28 16:08:00,Interest Rates Updates,-,"State Bank Of India has informed the Exchange that SBI has decided to revise the interest rates on NRE/NRO Deposits for the tenors of ""1 year and up to 10 years"" to 8.75% p.a. from 8.50% (earlier) with effect from March 01, 2013.",State Bank of India,INE062A01012,Banks,510068,nse
SBIN,2013-03-18,2013-03-18 15:44:00,Updates,https://nsearchives.nseindia.com/corporate/SBIN_updates_18032013_03182013154401_1.zip,"State Bank Of India has submitted to the Exchange a copy of the Special Resolution passed by Shareholders in General Meeting held on March 18, 2013.",State Bank of India,INE062A01012,Banks,519661,nse
SBIN,2013-03-18,2013-03-18 18:36:00,Disclosure of Voting Pattern - Clause 35A,https://nsearchives.nseindia.com/corporate/SBIN_35A_18032013_03182013183602_1.zip,"State Bank Of India has informed the Exchange regarding the details of Voting result at the General Meeting of the Bank, pursuant to clause 35A and Extracts of the Minutes of the proceedings of the General Meeting of the Shareholders of the Bank was held on March 18, 2013.",State Bank of India,INE062A01012,Banks,519705,nse
SBIN,2013-03-20,2013-03-20 14:52:00,Allotment of Securities,-,"State Bank Of India has informed the Exchange that the Executive Committee of the Central Board of the Bank, in its Meeting held on March 20, 2013, has approved the issuance and allotment of 1,29,88,697 (One Crore Twenty-nine Lac Eighty-eight Thousand Six Hundred Ninety-seven) Equity Shares at an Issue Price of Rs.2,312.78 (Rs. Two Thousand Three Hundred Twelve and paise Seventy Eight Only) per share (face value Rs. 10/- each, at a premium of Rs.2,302.78 per share), to Gol by way of preferential allotment.",State Bank of India,INE062A01012,Banks,521305,nse
SBIN,2013-04-01,2013-04-01 09:48:00,Updates,https://nsearchives.nseindia.com/corporate/SBI_APP_30032013_04012013094802_2.zip,"State Bank Of India has informed the Exchange that Shri T. S. Krishnaswamy, has been posted as General Manager (Compliance) and Compliance Officer of the Bank vice Shri Shyamal sinha .",State Bank of India,INE062A01012,Banks,525813,nse
SBIN,2013-04-04,2013-04-04 10:28:00,Appointment of Auditors,https://nsearchives.nseindia.com/corporate/SBIN_updates_03042013_04042013102801_1.zip,State Bank Of India has informed the Exchange regarding appointment of Statutory Central Auditors 2012-13.,State Bank of India,INE062A01012,Banks,528723,nse
SBIN,2013-04-09,2013-04-09 16:56:00,Disclosure under Insider Trading Regulation,https://nsearchives.nseindia.com/corporate/statebankofindia_09042013.zip,"State Bank Of India has submitted to the Exchange vide its letter dated April 04, 2013 a copy of disclosure pursuant to Regulation 13(4A) of the SEBI (Prohibition of Insider Trading) Regulations, 1992.",State Bank of India,INE062A01012,Banks,531516,nse
SBIN,2013-04-12,2013-04-12 18:36:00,Updates,-,"State Bank Of India has informed the Exchange that the Bank has concluded the issue of USD 1,000 Mio Fixed Rate Senior Unsecured Notes having a maturity of 5 years at a coupon of 3.25% p.a. payable semi-annually, under a standalone bond issue under Rule 144A/Regulation-S of US Securities Exchange Commission (SEC), in the form of 144A/Regulation-S Notes. The Bonds will be issued through its London branch as of April 18, 2013 and shall be listed on Singapore Stock Exchange (SGX).",State Bank of India,INE062A01012,Banks,534042,nse
SBIN,2013-05-14,2013-05-14 18:44:00,Book Closure,-,"State Bank Of India has informed the Exchange that the Register of shareholders of the Bank will be closed for transfer of shares from May 30, 2013 to June 3, 2013 (both days inclusive) for the purpose of payment of dividend, if any, for the accounting year 2012-13. The proposal for declaration of dividend, if any, for the accounting year 2012-13 will be considered by the Central Board of the Bank at its Meeting scheduled to be held on May 23, 2013.",State Bank of India,INE062A01012,Banks,552283,nse
SBIN,2013-05-17,2013-05-17 11:00:00,Annual General Meeting Updates,https://nsearchives.nseindia.com/corporate/NSEneaps_05172013110001_1.zip,"State Bank Of India has submitted to the Exchange a copy of notice of the Annual General Meeting of shareholders of the Bank to be held on June 21, 2013.",State Bank of India,INE062A01012,Banks,554497,nse
SBIN,2013-05-23,2013-05-23 13:02:40,Financial Result Updates,https://nsearchives.nseindia.com/corporate/SBIN_31MAR2013_B_Q4A.zip,"State Bank of India has submitted to the Exchange the Standalone and Consolidated Financial Results for the period ended March 31,2013.",State Bank of India,INE062A01012,Banks,15728,nse
SBIN,2013-05-23,2013-05-23 13:16:00,Date of payment of dividend,-,"State Bank Of India has informed the Exchange vide its letter dated May 23, 2013 that the date of payment of the Dividend is fixed as June 17, 2013 and the dividend warrants will be payable, in India, at par at all branches of State Bank of India, irrespective of the amount.",State Bank of India,INE062A01012,Banks,557116,nse
SBIN,2013-05-23,2013-05-23 13:20:00,Dividend,-,"State Bank Of India has informed the Exchange that the Central Board of the Bank at its meeting held on May 23, 2013, inter alia, has declared a Dividend of Rs. 41.50 per share (415%) for the accounting year ended March 31 2013.",State Bank of India,INE062A01012,Banks,557117,nse
SBIN,2013-06-03,2013-06-03 18:20:00,Updates,-,"State Bank Of India has informed the Exchange that it has been decided to revise downwards by 25 bps the interest rate on Bulk Deposits ( Rs. One Crore and above) for the tenors 7 days to less than 1 year. Accordingly, the interest rate for bulk deposits for the above tenors will be 7.25% per annum with effect from June 07, 2013.",State Bank of India,INE062A01012,Banks,566176,nse
SBIN,2013-06-04,2013-06-04 12:08:00,Annual General Meeting Updates,https://nsearchives.nseindia.com/corporate/NSEneaps_06042013120802_1.zip,"State Bank Of India has submitted to the Exchange a copy of notice of the Annual General Meeting of the Company to be held on June 21, 2013.",State Bank of India,INE062A01012,Banks,567150,nse
SBIN,2013-08-05,2013-08-05 08:04:00,Appointment of Managing Director,-,"State Bank Of India has informed the Exchange that in exercise of the powers conferred by clause (b) of Section (19) and sub-section (1) of section 20 of the State Bank of India Act, 1955 (23 of 1955), the Central Government, after consultation with Reserve Bank of India, has appointed Smt. Arundhati Bhattacharya, as Managing Director, State Bank of India from the date (August 02, 2013) of taking over charge of the post and upto March 31, 2016 i.e. the date of her attaining the age of superannuation or until further orders, whichever is earlier.",State Bank of India,INE062A01012,Banks,608452,nse
SBIN,2013-08-07,2013-08-07 18:40:00,Updates,-,"State Bank Of India has informed the Exchange that consequent upon the appointment of Smt. Arundhati Bhattacharya as Managing Director of the Bank, as advised in Company's letter dated August 03, 2013, it has now been decided to designate Smt. Bhattacharya, as the Managing Director and Chief Financial Officer (CFO), vice Shri Diwakar Gupta (who has since retired on superannuation).",State Bank of India,INE062A01012,Banks,611456,nse
SBIN,2013-08-12,2013-08-12 12:46:47,Financial Result Updates,https://nsearchives.nseindia.com/corporate/SBIN_30JUN2013_B_Q1.zip,"State Bank of India has submitted to the Exchange the Standalone and Consolidated Financial Results along with the Limited Review Report for the period ended June 30,2013.",State Bank of India,INE062A01012,Banks,17435,nse
SBIN,2013-08-29,2013-08-29 20:04:00,Interest Rates Updates,-,"State Bank Of India has informed the Exchange that the interest rate for bulk deposits for the tenors 7 days to 60 days will be 9% per annum and for the tenor 61 days to less than one year will be 8.25% per annum with effect from August 31, 2013.",State Bank of India,INE062A01012,Banks,626343,nse
SBIN,2013-08-30,2013-08-30 11:20:00,Disclosure under SEBI Takeover Regulations,https://nsearchives.nseindia.com/corporate/sbi_dis_08302013112001_1.zip,"Life Insurance Corporation Of India has submitted to the Exchange vide letter dated August 29, 2013 a copy of disclosure under Regulation 29(2) of SEBI (Substantial Acquisition of Shares & Takeovers) Regulations, 2011.",State Bank of India,INE062A01012,Banks,627245,nse
SBIN,2013-09-02,2013-09-02 19:48:00,Updates,-,"State Bank Of India has informed the Exchange that the  Bank has acquired 23% shares of Bank State Bank of India, Indonesia (BSBII) in a recent deal with P. T. Ravindo Jaya. The Present Shareholding of BSBII is as under :State Bank of India : 99%, P. T. Ravindo Jaya : 01%"".",State Bank of India,INE062A01012,Banks,628609,nse
SBIN,2013-09-12,2013-09-12 17:28:00,Updates,-,"State Bank Of India has informed the Exchange that in exercise of the power conferred by clause (d) of Section 19 of the State Bank of India Act, 1955 (23 of 1955), the Central Government, in consultation with Reserve Bank of India, vide Gazette Notification No. F 6/30/2013-BO-I dated the August 29, 2013, nominated Shri Tribhuwan Nath Chaturvedi (DoB:15-01-1959), as part-time Non-official Director on the Central Board of Directors of State Bank Of India, for a period of three years.",State Bank of India,INE062A01012,Banks,636033,nse
SBIN,2013-09-19,2013-09-19 08:32:00,Interest Rates Updates,https://nsearchives.nseindia.com/corporate/NSE_09192013083203_1.zip,"State Bank Of India has informed the Exchange vide letter dated September 18, 2013 that the Bank has decided to revise upwards the rates.",State Bank of India,INE062A01012,Banks,640722,nse
